GSE56931,GSE108539
SEC22C,SYNPO
ESRRA,ZNF554
MAP3K2,THOP1
FCGRT,USP19
DUSP5,KLF11
PUM1,EIF2AK3
EPC2,ID4
ELF4,NEGR1
WDR36,ZNF131
CENPH,MACROD2
VEGFB,BSG
C1QB,HINFP
ABCD1,POP7
DYNC1LI1,FAM195A
RBM17,GNG12
TNFRSF1B,AFF1
SH3PXD2B,BANP
PLCD1,CHCHD1
RPRD2,EFEMP2
NSUN2,TMEM134
SUOX,ZMAT3
MUM1,SLFN11
FAM131A,FUT10
IL32,MUS81
MAX,ZNF596
FYN,CFL1
FAM179A,TMCC1
ARVCF,HOXC5
PSMD3,PDP2
NUBP1,SP3
UBE2A,NADSYN1
GSDMB,MYD88
BCCIP,SH3RF3
RASA3,ZNF680
SESN1,ADCK5
TAGLN2,NOC3L
GTF3C1,ESRRA
CSF1R,RHOD
VMAC,PARP14
SEC31B,GLRX
PARP4,MMRN2
ANGEL1,PPP1R3B
TFPT,STOX2
UNKL,DAG1
MIPEP,SMARCC1
HNRNPL,PTPRM
HHATL,VEGFB
DSCR3,TNFRSF10D
FHOD1,TNFRSF10C
IKBKAP,SNX33
ADPRHL2,CHD2
PDE7A,CCDC106
KDM4A,NUDT4
ABTB1,AGFG1
NETO2,CNP
RNF213,PLK3
IMMP2L,ZNF791
CHST15,RBM4B
ZNF558,43893
RARG,TCAP
WDSUB1,CCS
H2AFY2,KLHL15
PYCR2,SLC25A30
CTSF,CD34
NDUFB11,CTSF
TOM1,LEMD3
B4GALT4,RGMB
SIN3B,CYB561D1
CCDC12,MGA
STOML2,PITPNA
C10orf54,DDX23
HIC2,ZBTB4
ACOT9,PODN
ERBB2,LIG4
PLXNA1,ZWILCH
SCAPER,C12orf76
MBTD1,DENND4A
C19orf25,PELI3
UBE2N,IL20RB
ADA,AKIRIN1
MRPL54,CMKLR1
ALOX5AP,KY
PAFAH1B1,SLC29A2
BDH1,TMEM167A
SRPX,NR1D2
MON1A,C4orf32
KCTD21,SRP72
SORD,PDE12
SNX29,GLMN
TCEA2,PTDSS2
MYL6,C3orf33
DOK3,FUT1
SYNCRIP,CTBP2
C5orf30,GK5
SYPL1,PDIK1L
MANBA,ZNF654
ZDHHC1,MARCKSL1
VPS52,SH3BP5L
SLC46A1,YPEL2
SEH1L,CSRP2
CXorf23,PARL
SLFN12,DDIT3
TSEN34,ZNF408
POLM,CTDSP2
TRIP4,ZNF519
G3BP1,SMAD2
ZNF814,ARL10
FAM122B,CCDC14
SF3B3,MCTP1
CACYBP,LONRF3
OLFML2B,UCP3
TJP2,UCP2
USP3,C11orf68
TRIT1,PAAF1
ALKBH3,ERCC4
PAIP2B,ZNF77
RAB27A,B3GNTL1
RPL10A,SLC35E3
MLH1,RUVBL1
PSMC4,PLEKHF2
STX6,DOK7
NOSIP,UBE2O
TRAK2,ORAI3
ATPAF1,DENND2C
CDKL5,TUBB6
LUC7L3,LYSMD3
ZNF385A,ZNF613
POLB,NUPR1
RABL3,MBLAC2
TNFAIP8L1,IP6K1
CASP8AP2,SSNA1
PELI1,YES1
HSDL2,CHMP6
YME1L1,TCP11L1
KIAA1191,CCDC57
PATZ1,MYPOP
MFAP1,LRRTM4
AMIGO1,DMRTA1
SLAIN1,SPRYD4
MNDA,SLCO3A1
GAR1,CCDC101
GTDC1,KIAA2018
KIAA1147,B3GNT5
DDX60L,RNF152
YPEL1,VSIG10
NME4,METRNL
GNLY,FAM91A1
PEX11B,C8G
GADD45A,MUC20
STK11IP,THAP4
OAS1,FAM89B
GNB4,DPP7
RNF144B,SMCR8
SLC11A2,MTX3
NCK2,FBXO46
MGAT4A,SLC38A9
PELI2,ACER2
ARRDC2,ANO6
GRAMD3,ULK1
SPRY2,PUS1
HMOX1,CHD9
MTMR12,TRIM72
SGMS2,ZBTB38
TPCN1,CCDC71
DCHS1,C10orf71
DDX24,TIMM22
C6orf106,HIC1
ANKRD36B,SAMD9L
LPGAT1,PAWR
SLC35A5,TGIF1
ZC3HAV1L,NR2C2
TMEM14A,ARIH2
SCRN2,CD163
TMOD4,ZNF491
NRD1,ACAD9
SAT1,DNAJC28
NUP37,FLII
C1orf162,YIPF7
ST3GAL4,CHID1
MED10,ZNF620
43895,ZNF518A
PRPSAP2,TMEM187
DERL2,MAMDC4
ENG,DMAP1
PSEN1,FAM26E
APEX2,ALS2CL
C2orf15,PRSS42
NCALD,DDX10
MFAP3,ZNF518B
EPHB4,KDELC2
CTSO,WDR6
CTNNBIP1,TMEM11
TIPARP,ZNF223
KIF13A,DTX3
NUP107,KLHL11
XPO7,CTNNBIP1
SAAL1,ERN1
PIH1D1,ZNF713
IP6K1,DHFRL1
POLR2J4,OPLAH
APRT,MSC
APLF,APOLD1
QTRT1,FAM101A
BMS1,PFAS
TBC1D1,C17orf62
PIGC,C3orf38
ERLIN1,RCC2
SUPV3L1,PER1
GARNL3,TMTC2
APOOL,SPTY2D1
NFATC2IP,ZNF664
SATB1,CALR
KIAA0753,LDLRAD3
NOTCH4,RAD23A
RBM4B,GADD45GIP1
NACC2,CLK3
PHYH,GATA2
UQCRFS1,PACS2
TAF5L,VWA1
SLC26A6,GEMIN4
LRIG1,C14orf28
BRCA1,SHARPIN
PCDH1,DNHD1
MLLT6,CIITA
TMEM2,CDC42EP4
SLC26A11,MAF1
POLE4,FCER1A
SPR,LRRC3B
ATP11A,ZNF784
RCOR3,C14orf119
PDE4A,BBS10
MPV17,ZNF771
ISYNA1,TSHZ1
SERAC1,SOCS4
PFN2,ZNF48
BCL6,TRNAU1AP
PSMB8,EXOC3
GDE1,LYNX1
DSE,ZNRF2
PARP3,FGD6
RING1,ZNF609
ITGA5,HMHA1
RTF1,ZNF571
USP10,HIST1H2BC
CCT3,ZNF594
CARD9,SHISA2
DYNC1LI2,GPR157
TBK1,ZDHHC20
PLOD1,ZFP3
EXTL3,HOXC9
INPP5D,D2HGDH
AMD1,PITPNB
ABCA5,AEN
EEF2K,FKRP
TMEM170B,SLC25A42
ZFP36L1,DDX60L
MID2,ZNF467
BCL3,ACBD4
TOPORS,MRPS23
CLU,HKR1
CEACAM1,ZBTB20
SCLY,C3orf58
FTH1,AMIGO1
NSMCE1,SLC9A9
PXMP2,RELL1
SLC9A1,RNF41
SNX30,SLC2A4
TALDO1,C5orf24
ROCK1,CHST15
MRPS25,DEXI
FAM89B,FAM89A
CCT8,P2RY8
AKR7A2,TSEN54
COX11,RGMA
SOS2,EXT1
ZNF789,ATP6AP2
NR4A1,BACE2
PFKFB2,TSHZ2
TMEM181,KPNA2
CDR2,FES
NAGPA,LIMK2
PAAF1,SATB1
PHACTR4,TSKU
FAM199X,ALG12
TRIM38,ZNF721
C12orf43,SPATA13
PSMG1,GJC1
DGAT1,CNOT10
RRP1B,ZNF662
ADCY4,CADM1
ARID3B,PYCR1
ZNF563,SPNS2
PLA2G15,GAS6
LXN,RUVBL2
MS4A6A,BCOR
CPPED1,KIAA2026
NAGK,FHL3
ATP6V0A2,SF3A3
PELI3,ASB7
MAPK7,MX2
PPM1K,PI4KAP2
C15orf52,FAM46C
LMBR1L,UTP11L
PPP1R12B,ACSM5
MGP,ZNRF3
ARV1,CCR3
APBA1,ZNF530
RNF157,KLHL25
MOSPD3,FAM101B
PPAP2A,TRIM52
PAOX,LHFP
NCEH1,CMTM4
NUP188,ZNF703
GNS,OLFML1
KIAA1143,LIN9
ESF1,TOB2
HDAC1,PRKX
SNAPC3,ST6GALNAC3
HN1L,DENND5A
FITM2,NIPSNAP1
INPP5E,SCFD2
CCDC101,SNRNP35
TAF8,ALDH1A3
RPL37A,CSF1
FAM60A,PLA2G6
CBY1,MAML2
SOX13,SS18L1
FAM171A1,COPB2
PHPT1,THAP7
MAGED1,FOXO4
TTC13,PROS1
THAP7,ZFP1
DOPEY1,SOCS3
PANK2,XPOT
IMPACT,TMEM173
CXCR4,PDE4B
PTGDS,ATL3
LENG8,UBE2G2
RARA,RBM33
OAF,SUMO3
EPHA4,FMNL1
PPM1D,NOC4L
CD164,SIVA1
CD276,BRI3BP
TNIP2,AP3M1
ZC3H7A,UBOX5
APCDD1,LRRC14B
SCN2B,SEMA4B
METAP2,MYADML2
FBXL8,HSF1
S100A10,PURA
EI24,NRBP2
RGL2,TNFAIP2
TSR2,WBP5
PHF19,PRMT3
GUCA1B,ZNF74
SLC1A7,KLHL33
MUSTN1,ZBTB37
DHX35,GAS2L1
ADAMTS1,TNFAIP8L1
ATP5G1,MAPK11
PDLIM2,SP140L
ARF3,FAM174B
CCDC130,C19orf68
SSU72,ROR1
FNDC3A,IRF7
GGA2,PRKG1
MED23,SP1
RABIF,PSMD13
STK19,ZFP36L1
ZNF281,BRWD1
WARS,SNAI3
PMVK,ZBTB3
SLC16A14,C16orf52
RPL15,ANKFY1
ABLIM1,YTHDF3
PSMG2,ZNF696
SLC38A2,CXorf38
TMOD3,KCNQ5
SERPINB9,ADAMTSL5
TCERG1,WDR53
HAPLN3,PCYT2
BCL9,EVI2B
KLF11,TRIM69
UGGT1,IFITM1
ATF3,KLHDC8B
PPIA,RTN4RL1
CASP9,ZNF267
ARHGAP25,IRS2
RPL24,RASA3
TNFRSF10B,ZNF284
POLDIP3,CYP2R1
LZTS2,ZBTB6
KPNB1,POLR3C
HBP1,ZNRF1
ANP32B,ZNF749
SMYD5,ZNF17
ZNF761,TOR3A
RAF1,ZNF75D
THUMPD1,ZNF501
EFNB1,GNG2
KRTCAP2,INSIG1
POLD2,ARHGAP30
HSD11B1L,SMYD4
PIGS,CEACAM19
TYK2,UBE2H
ASB11,KATNA1
TMEM134,FSD2
C11orf95,ARAP1
CDC42EP2,PDE2A
RRAS,ZFP91
TNFRSF21,BCDIN3D
BTN2A1,BCR
VPS37C,TNFRSF4
MFGE8,ZNF395
TMEM150A,PPARA
RRAGC,TEAD1
IARS,MITF
RCBTB2,RNF220
GRIPAP1,SESTD1
MAK16,MAGI2
FBXO32,COL4A1
KLHDC2,PTMA
STAM2,SIRT7
ECHDC2,ZNF286A
TPPP3,EXD3
MYOF,ZKSCAN4
UGCG,VMAC
FUZ,C2orf88
CORO7,THSD4
MRPL49,TCEA1
SIPA1,MCRS1
FAM103A1,FANCM
TSPAN14,ZNF70
ECH1,PEAR1
ELMOD3,C1orf168
EEF1DP3,RILPL1
LANCL1,PRSS45
BOLL,TMPPE
NUPL2,DCUN1D3
TTLL1,ZNF383
CEP120,PLSCR1
SPON2,SBK1
ZNF607,SLC38A3
ASXL1,SELL
PRIM1,PAQR9
C18orf8,PARVB
SH3BP2,ZDHHC9
TLE2,TMEM120B
LYST,NOXA1
RHOBTB3,PRELP
LSG1,ZNF548
MTA3,TMEM201
D2HGDH,LRRK2
MAP1LC3B,TRMT2B
TTC12,LRRC66
C15orf40,ADAT2
MRPS18B,ALKBH2
LPL,LITAF
STX3,ARID2
TM7SF2,UBE2Q2P1
MRPL51,ZNF527
FGF9,PCDH18
PPP2CB,BTBD8
STARD4,C15orf61
GPATCH2,LIN54
MVP,FAM53B
RPS20,KIAA0408
GALC,C8orf76
LRRC25,TDRD7
TADA2B,ZNF250
EPHX2,LCOR
POR,PPIA
TCEA1,ZNF836
PCBP4,NIF3L1
MGAT3,CD55
ZNF551,WDR5
ANKS1A,LONP1
ZNF747,ZNF34
OSBPL1A,EPHB4
CDKN2B,ZNF569
C7orf43,ZNF777
SUSD1,PIK3R4
HIST1H2BC,ZNF605
MCM6,ESRRG
ETFA,IPO4
IRF7,NCOR2
IMPA2,GDAP2
PRKCD,TPK1
NAA25,AFAP1
WDR3,MME
TSC22D3,CACNA1H
IL13RA1,SULF2
TMEM104,PLXNB2
TPST1,MYO6
TMEM55A,HDAC2
BCL2L2,ZKSCAN5
ADAT2,ERI2
TBC1D8,TRPV1
TP53INP1,VKORC1L1
ITGAV,ZNF418
SLC25A36,COL27A1
TCF3,GM2A
RBM18,CD47
ACADVL,TLE1
RGS14,MAML3
SLC40A1,ZNF239
NGRN,ZSCAN16
KIF3B,ADA
COPZ2,ARID5A
EDEM3,LAMB3
CCT6B,ARHGEF12
FOXJ3,FAM3C
NFKB1,CASP4
TMEM220,ZNF585A
RPL32,ZNF429
ZNF593,ZNF470
SAP30L,ZNF398
CDC42SE1,GMFB
SIRT2,ZNF420
CHMP7,ZMYM1
BCKDK,MAFG
TMEM79,SLC25A29
TMX4,PGAP1
GLRX2,ACSL5
ATPIF1,LRRC8B
BOK,SND1
NLK,ZNF785
LRRC57,SLC22A4
SCARB2,ENTPD4
C7orf50,C6orf141
SCT,FITM2
NXT1,ZNF720
MRPS21,LRP10
ZNF592,PELI1
FAF1,MRPL21
CHD7,ZNF786
KIF5B,SLC22A5
SOD1,C5AR1
ETV5,SHPK
NDUFB3,MAP3K5
BCAR3,STMN3
IFNAR1,ZNF628
CMPK1,MIB2
ACOX1,MYO5A
PPP1R15A,SIPA1L1
FBXL19,RAB40C
APBB1,HOXA4
CDC42SE2,ENPP1
C4orf46,FAR1
AIM1,C5orf42
PSMD9,MFAP5
SRP68,ZNF615
NDEL1,CXorf40A
PRKCA,CDC42SE1
ANAPC5,RPE
ABCG1,PSAP
KLRG1,HOXC6
SH2D1B,KLHDC1
TK2,ZNF81
NBR1,ZNF780A
HAVCR2,ATAD3A
GIPC2,FAM118B
ITCH,ZNF461
MRPS10,HIST4H4
DNAJC1,GPAA1
LRRFIP2,ZNF790
SMARCC1,TEAD4
IRF2BP2,ZNF823
UCP2,ZNF121
MTMR6,MBP
NCL,SNHG12
SASH1,NOL8
NUDCD3,IRAK4
ENTPD1,MRPL42
DPY19L3,ZNF273
SSR1,ZNF84
PNPLA6,MAK16
SORBS3,SIRPA
TMEM65,43895
DUSP10,ZNF649
GPX3,ZNF248
MAMLD1,MIER1
TST,MAN1A2
ENTPD4,ZNF251
ZNF519,ZNF607
IARS2,RPS6KL1
PDE9A,QRICH1
CIRH1A,UCKL1
BANP,ZNF485
SLC35A2,SDAD1
TRIB2,FAM109A
ZNF600,HOXC4
CDK4,PIM3
GOSR2,SPRED2
APEX1,ITSN2
RBM4,ZNF583
LIX1L,ZNF480
TMEM88,ZNF808
IFRD1,CNGA1
EIF3B,ZNF43
NFKBIA,ZNF627
PAPD7,KCNRG
PPP4R1,CTNND1
CADM4,NUDT16
RNF220,TLK1
CNPY4,C3orf35
PIGL,BAZ1A
TMEM71,NCOA6
ATP5A1,IPO9
VPS37B,FAM179B
TMLHE,DLL1
VSIG4,LDB1
EIF1AD,PPP1R14C
RGS2,SMOC1
INPP5K,ZNF652
CWF19L1,SLC5A3
ARFIP1,GPATCH3
STX11,LRIG2
RBM22,PNP
PER2,GK
KLHDC8B,UBE2J1
GSR,DUSP27
ANKRD13D,ARHGEF15
FAM162A,OSTC
RNF145,TSEN15
CYBRD1,SFMBT2
CEP78,SMC5
DCAF7,SHISA4
DDRGK1,TOP1
MPHOSPH8,MAP3K3
LIN7A,C1orf174
ARHGAP29,DCLRE1A
CC2D1A,ATG9A
ZFYVE1,TBKBP1
CXCL10,ZFP2
PRR3,L3MBTL3
CCNG1,SMG5
PPCDC,TGM2
SLC25A45,SGMS1
RUVBL1,C1orf95
RNF5,C1orf132
HOMER3,C6orf163
RFX1,FOXO6
C1QBP,TRAF3IP1
SPTLC2,RUFY2
ATXN10,NHSL2
C1QA,ZDHHC18
BEX4,TMEM57
MFF,ZDBF2
SETD4,DAXX
FRY,BMPR2
ZNF148,RXRB
BCORL1,PSMB8
BRD1,TAP2
USP19,AGPAT1
PLEKHM1,MRPL38
EPOR,EHMT2
DENND3,LAYN
ARHGAP32,MBD5
SFXN1,NFKBIL1
ZNF75A,ZNF805
PDK3,HLA-C
PPP1R2,C6orf136
HDAC3,EVI5
SMYD2,STOML1
WBSCR22,DNTTIP2
PLD6,RHOA
ZDHHC3,CBFB
MOAP1,HYAL2
GNPTG,IFI35
MTUS1,COASY
SLC44A1,PLEKHH3
TIPIN,ACSL4
HMGA1,REEP1
ZNF783,POLR1A
CTSD,SRBD1
PPP3CC,RASGRP2
FGR,PPP2R5B
FAM102A,MAST4
FAM124B,NUCKS1
MAEA,BCL3
SYNPO,RORA
LASP1,KIAA1107
RNMTL1,ATP1B3
PIGP,NEDD4
SYTL3,RAB27A
CHST12,CECR5
MXRA7,LRP6
ATP1A1,PHRF1
ITFG2,DAPP1
OGT,SLC44A1
SNRPC,EXOC5
USP33,DGCR2
CCDC109B,MNT
C11orf1,ZXDC
C19orf24,WIPI1
ATG2A,PABPC1
LDLRAP1,TESK2
CALCOCO2,RAD18
ZNF395,ATP2B1
C4orf3,MAP4K4
ZNF16,WDR1
EED,RPS6KA2
STON2,LMCD1
IL4I1,FAM3A
ARHGAP19,RDH11
SAMD1,ACTN1
REXO1,EPN2
PSMF1,LIMS2
CA4,LNX1
UBOX5,SREBF1
PSMD5,AFF4
TAOK2,UBE2D1
AP3M2,MPP5
ATP6AP1,RHOBTB1
NID1,CHFR
C1orf145,TRNT1
RNF126,ACADVL
NHEJ1,DERL2
MECR,PVR
LSS,XRCC1
ITPK1,ALPK1
XBP1,PDE8A
CHMP2A,NLE1
RNASEH2A,SDHA
PRDM10,SMARCE1
NFIL3,GSDMB
ALKBH6,PPP2R3A
HAUS5,FERMT2
RALGAPA2,MAP3K13
FKBP5,ST6GAL1
WDR61,FRY
ILF3,PICALM
ADPRHL1,MRPS34
MYLIP,EED
GTPBP4,MGLL
ZFP36L2,NUP37
PPP1R16B,SEMA3C
LIMK1,FNDC3B
TNFRSF10C,FOSL2
ACSL4,FRYL
RPL23A,EXOSC7
GBA2,MCM6
CCDC106,RBM7
GLIPR2,KLHL20
DDIT3,ANKRD13A
RBM3,PAG1
CXCL2,NT5C2
CISD3,MCAM
RAB9A,MAP2K7
TNRC6B,DGKD
FUBP3,TOP2B
L3MBTL2,TM9SF3
ZFP91,NFKB2
PHLPP1,IL4R
FLVCR1,SNRPA
BOLA3,EXOSC5
USP15,FBLN1
TMEM128,ITGA8
ECHDC3,PIAS2
CLIP1,AMPH
OCIAD2,ARAF
UBTF,ACER3
ESD,UBE2K
TBC1D23,TULP3
LGALS3BP,ADCY2
HIPK2,TNRC6C
PRICKLE4,CBFA2T2
CS,MYH7B
LDLR,RUNX1T1
SHISA2,OSBPL6
RAB2A,SLC1A3
CAPN3,XRCC5
CANT1,RAPGEF3
EIF3E,CEACAM1
PRRT2,SENP1
CSE1L,KIF22
FHL3,KEAP1
CNOT2,RFX3
RERE,SLC4A4
SLC25A1,SMARCA2
KIAA0513,SESN1
TMCC3,COL5A3
CCDC28A,KIAA0020
PIK3C2B,PSEN1
PHIP,CLDND1
PRDM15,RBL1
PUS1,CXCL2
DPY19L1,COL4A4
C3orf18,OSTM1
EIF3M,PTPRC
POLR2H,PKP1
TXNL4B,AACS
ECD,PHLPP1
FES,FYB
SAMD8,BZW1
PRKCQ,C1QTNF3
NHP2,FAM135A
APC,COBLL1
AGK,GEMIN5
C15orf41,NFE2L1
GTF2IRD2,ITGB5
HIP1R,BCKDHB
BCS1L,ZCCHC6
AK2,PLOD1
EPRS,DIS3
TBC1D2,PIBF1
WDR92,PDS5B
PNPLA7,RRAGB
ACYP1,ZNF671
BPHL,ZNF416
DNAJC3,ZNF446
CCPG1,FAT1
RASL11A,YTHDC1
DEDD2,SMAP2
USP12,ZMPSTE24
ZBTB24,REST
RAB11A,TXLNA
GUF1,AGBL5
ITPKB,EFR3B
BIRC2,KIF3C
HP1BP3,FCN1
CCNG2,MECOM
KLHL3,HACE1
SLC4A4,SEH1L
SDAD1,WDFY1
GIMAP5,SLC25A24
ANKS6,RRN3
CD163,DDHD2
ACVRL1,EPS15
FBRSL1,USP40
GPRASP1,DNAJA1
TET1,MRPL28
SPAG9,ITPKC
HLA-DPB1,RBM22
GLIPR1,ALG9
RUNX1,MTMR2
ABCE1,PPP1R15A
MME,ACHE
TRA2A,NLK
MYO5A,PGS1
CREBBP,SH3BP2
TNFRSF25,NOP14
ATXN3,ADD1
ADK,NID2
DBP,ERGIC2
CNN3,ALG6
COG2,DDX18
ERP29,GNA11
TMF1,REM1
ZCCHC6,DOCK9
CHKA,ANKRD10
ZNF662,DOCK3
VKORC1,CRLS1
PPHLN1,ATRN
HSPD1,SIGLEC1
WWP2,FKBP1A
CNNM2,C20orf194
MKNK1,XRN2
ASTN2,DYNLL1
GNPNAT1,SLC23A2
NEDD9,SIRT4
HCG27,TRMT6
MRPL52,FXYD5
SERINC5,GRAMD1A
PILRA,GMIP
TUBB,PCBP4
ST3GAL3,YPEL3
SLC25A26,NUDC
CSF3R,ICAM1
HOXA10,LYZ
TTL,MUL1
NUP50,TFAP4
ZNF548,DNAJB11
C12orf65,THPO
APOL3,USP48
TBC1D20,EFNB1
RGS3,TNRC6A
GAMT,RBM27
TXLNB,CMTM6
ZNF251,RAPGEF4
FAM104B,SEL1L3
DGUOK,CDV3
GNRHR2,SPAG7
RPL36,ZC3HC1
GATA2,ANGPT2
GTPBP3,TMEM101
KDM2B,HNRNPC
BBS2,TOX4
SESN2,TRPM7
MRPL9,SNAP23
TBL1XR1,TBX15
SLC25A32,UNC13D
PXN,MFSD11
DSN1,TGFB2
KIAA0319L,GPATCH2
RIN3,COMT
DHX40,HLA-E
TMEM53,ZNF616
CARS2,TBC1D8
SNURF,AKT1S1
MEAF6,TRIM27
FBXW4,ZBTB48
ZNF69,ZNF155
WIZ,ZNF425
NDUFV2,TRIM13
SLC44A2,SLC35B4
CTTNBP2NL,ZBTB10
SLC35E3,PSMB10
SEC63,VIT
AKIRIN2,PDE7A
XKR8,TMEM170B
TMEM127,PRR13
VEZT,MT1A
CDON,MT1M
PDGFC,SAMD9
ZDHHC9,HMGN1
MRPL4,LCMT1
LMO7,LIN52
TANC2,ITPRIPL2
TMEM87A,NYNRIN
DNAJC16,HCP5
NBEAL2,HCG27
MAST3,VGLL3
IGSF9B,PRSS50
METTL13,METTL6
RNF10,DIO2
WNK1,STK38L
KIAA0232,SACM1L
LPIN2,ZNF254
KCNMB4,GIMAP1
PELP1,C6orf165
PISD,DNLZ
DAPK2,QTRT1
CNPY2,CHUK
CRIPT,LCAT
WDR91,PVRIG
SSX2IP,RBMXL1
AGGF1,SRA1
TIAM2,TMEM110
LSM4,TMX2
ARL2BP,HEXA
DUS4L,NCKIPSD
ZNF33B,CLIC1
SERINC3,ZNF134
FARS2,CSNK1E
MCAM,IRF9
SLC25A17,NUDT19
RAN,CARKD
PKN2,GANC
HLA-DMA,TSPAN4
GNB2L1,CPNE1
VPS72,MYCBP
SKP2,FIS1
AP3S2,STARD10
LMAN1,IFRD2
TRIM25,ZBED1
JARID2,SMTNL1
TP53I3,FASTKD5
STK17A,HOMEZ
PIAS2,DDX3X
PAPSS2,TMEM167B
MAPKAPK3,SLC35E2
SNRPD2,IFI30
RAB5C,FNIP1
DBN1,CKLF
ACP1,ZNF579
DDO,NBPF1
PRPF4B,EBF2
SUCLG2,AP4M1
PABPC4,APOL6
EIF3H,PPT2
AOC3,NSUN5P1
SLC25A12,ATXN1L
NIPSNAP1,NPY6R
TPP2,C14orf132
SOAT1,KRT8P12
SLC4A2,EEF1DP3
RCN1,ZNF688
PCYT2,SEC22C
PRPS1,HDAC6
PFDN1,CBX5
MIF,FMO2
MARK3,MAP3K1
MAN2A1,DHPS
ID2,ARCN1
GOT2,SH2D3C
GOLGA1,NANS
GLRX,BTAF1
DPP4,CREM
SLC31A2,NUBP2
ATP1B3,FKBP5
HSPB1,SIRT1
EIF2S3,SYDE2
DHCR7,ERMP1
DARS,RAB18
CTBP2,NRP1
LDB2,TSPAN15
CHUK,H2AFY2
ARG2,BCL7C
TUBGCP5,CIRBP
BEND7,PRKY
TMEM91,NDUFB7
HTATIP2,CDC34
GNRH1,POLR2E
NET1,POLRMT
CRCP,ARVCF
C16orf13,TRMT2A
ZNF717,SNAP29
MRI1,LZTR1
PLAA,CECR2
VEGFA,P2RX6
TSPAN4,PES1
FAHD1,PPM1F
RCCD1,SLC35E4
S100PBP,CYTH4
TM9SF1,CARD10
PLIN5,SLC25A1
RPS8,ADRBK2
CCBL2,SH3BP1
SLC41A3,PIK3IP1
NHP2L1,PATZ1
LEPR,TFIP11
IGF2R,POLR2F
HMGCR,PICK1
BCL2,TCF20
TAP1,CBY1
TP53,XBP1
HEXA,TIMP3
GALNS,RHBDD3
ARSA,TTLL1
NPC1,TOM1
MTR,HMOX1
GAA,MCAT
ESR1,RASD2
CYP1B1,CBX7
CYBA,SYNGR1
CREBL2,TAB1
AGMAT,MTMR3
SSPN,APOL1
FMR1,TXN2
BCKDHB,SGSM3
SNRPE,CSF2RB
ENO2,ACO2
CD38,HDAC10
PARP1,ABHD4
PDK1,PRMT5
PRDX1,NIN
HSPA9,PYGL
ATP7A,GNPNAT1
LAMP2,DDHD1
GOLIM4,KIAA0586
SYAP1,SPTLC2
NUDT5,DHRS7
